Commodity_Group,Price_Detail,Price_Type,MARKET,Unit_of_Measurement,PRICEID,Unit,Date,Value
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2012W14","755"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2012W15","761"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2012W16","755"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2012W17","747"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2012W18","752"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2012W19","737"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2012W20","728"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2012W21","720"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2012W22","703"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2012W23","698"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2012W24","685"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2012W25","685"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2012W26","668"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2012W27","653"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2012W28","657"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2012W29","683"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2012W30","680"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2012W31","688"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2012W32","697"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2012W33","728"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2012W34","733"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2012W35","732"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2012W36","724"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2012W37","715"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2012W38","713"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2012W39","691"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2012W40","681"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2012W41","658"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2012W42","639"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2012W43","631"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2012W44","651"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2012W45","656"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2012W46","683"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2012W47","692"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2012W48","705"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2012W49","705"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2012W50","709"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2012W51","703"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2012W52","704"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2013W1","704"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2013W2","700"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2013W3","688"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2013W4","667"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2013W5","668"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2013W6","675"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2013W7","672"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2013W8","668"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2013W9","660"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2013W10","660"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2013W11","667"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2013W12","679"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2013W13","677"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2013W14","676"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2013W15","662"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2013W16","650"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2013W17","647"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2013W18","647"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2013W19","639"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2013W20","631"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2013W21","628"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2013W22","624"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2013W23","645"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2013W24","657"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2013W25","662"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2013W26","672"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2013W27","692"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2013W28","701"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2013W29","702"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2013W30","709"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2013W31","708"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2013W32","713"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2013W33","715"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2013W34","718"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2013W35","715"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2013W36","714"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2013W37","712"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2013W38","708"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2013W39","708"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2013W40","708"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2013W41","708"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2013W42","720"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2013W43","725"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2013W44","726"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2013W45","729"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2013W46","733"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2013W47","735"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2013W48","739"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2013W49","739"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2013W50","739"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2013W51","737"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2013W52","735"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2014W1","736"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2014W2","747"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2014W3","746"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2014W4","744"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2014W5","741"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2014W6","739"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2014W7","726"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2014W8","715"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2014W9","703"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2014W10","697"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2014W11","691"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2014W12","686"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2014W13","683"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2014W14","698"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2014W15","721"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2014W16","737"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2014W17","748"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2014W18","753"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2014W19","753"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2014W20","757"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2014W21","755"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2014W22","753"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2014W23","746"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2014W24","741"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2014W25","739"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2014W26","734"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2014W27","731"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2014W28","732"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2014W29","730"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2014W30","735"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2014W31","739"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2014W32","744"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2014W33","743"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2014W34","739"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2014W35","735"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2014W36","733"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2014W37","733"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2014W38","730"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2014W39","729"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2014W40","723"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2014W41","718"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2014W42","713"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2014W43","708"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2014W44","705"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2014W45","702"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2014W46","703"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2014W47","699"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2014W48","693"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2014W49","687"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2014W50","677"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2014W51","667"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2014W52","661"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2015W1","651"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2015W2","658"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2015W3","644"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2015W4","624"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2015W5","617"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2015W6","599"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2015W7","592"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2015W8","570"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2015W9","560"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2015W10","553"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2015W11","538"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2015W12","534"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2015W13","519"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2015W14","506"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2015W15","500"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2015W16","497"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2015W17","492"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2015W18","487"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2015W19","488"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2015W20","497"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2015W21","502"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2015W22","497"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2015W23","504"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2015W24","503"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2015W25","510"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2015W26","507"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2015W27","516"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2015W28","508"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2015W29","514"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2015W30","516"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2015W31","515"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2015W32","515"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2015W33","514"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2015W34","506"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2015W35","502"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2015W36","495"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2015W37","496"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2015W38","495"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2015W39","478"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2015W40","481"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2015W41","463"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2015W42","463"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2015W43","452"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2015W44","439"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2015W45","433"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2015W46","427"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2015W47","414"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2015W48","399"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2015W49","396"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2015W50","390"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2015W51","397"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2015W52","405"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2015W53","420"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2016W1","425"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2016W2","430"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2016W3","422"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2016W4","438"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2016W5","431"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2016W6","440"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2016W7","438"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2016W8","439"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2016W9","440"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2016W10","448"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2016W11","457"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2016W12","470"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2016W13","500"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2016W14","505"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2016W15","514"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2016W16","557"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2016W17","567"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2016W18","596"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2016W19","647"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2016W20","678"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2016W21","679"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2016W22","693"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2016W23","697"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2016W24","702"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2016W25","692"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2016W26","692"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2016W27","693"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2016W28","682"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2016W29","682"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2016W30","679"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2016W31","674"
"Steel - Carbon","Hot-rolled Coil, Spot price","Point","USA, Midwest, FOB","USD/t","700","USD/t","2016W32","662"
